incident code,customer company group,customer company,create date-time,resolution date-time,incident status,incident descriptio,support group,tower group,domain group,priority,resolution description,assigned organization,inc.category,last modified date,inc type,inc element,aging,localizacion cliente,departamento cliente
INC000001480245,IBERIA,IBERIA,21/01/2021 15:17,21/01/2021 15:17,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480246,IBERIA,IBERIA,21/01/2021 15:32,26/01/2021 16:45,Closed,problema multitono 679182146,Mobiles,Network Tower,Network Tower,Baja,4-Baja,[BT] Se gestiona con el asesor la desactivación del tono de llamada en espera que se habia activado por error en la línea del cliente,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,30/01/2021,TELEPHONY FAILURE,DEVICE,5,BCN CIUDAD,VENTAS BCN CIUDAD (ACVEBSB0)
INC000001480247,IBERIA,IBERIA,21/01/2021 15:33,25/01/2021 03:32,Closed,Fallo Peoplesoft:,PeopleSoft Apps Support,Application Tower,RRHH,Media,3-Medio,,Mantenimiento Corporativa y RRHH,INCIDENT,29/01/2021,DATA ISSUE,,4,NEO-MARTINEZ VILLERGAS 49,MNG. GEST. NÓMINAS (3YRN00)
INC000001480248,IBERIA,IBERIA,21/01/2021 15:39,21/01/2021 15:39,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR,
INC000001480254,IBERIA,IBERIA,21/01/2021 12:15,21/01/2021 12:14,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),LEVEL TCP GESTOR LARGO RA (ABLY00LE)
INC000001480256,IBERIA,IBERIA,21/01/2021 12:16,21/01/2021 12:16,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A320 Pilotos (AVVIC0A1)
INC000001480257,IBERIA,IBERIA,21/01/2021 12:25,28/01/2021 13:27,Closed,Fallo dispositivo radio: INCIDENCIA WALKIES,Soporte Radio/Analógico,Network Tower,Network Tower,Baja,4-Baja,Equipos reparados,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,01/02/2021,HARDWARE FAILURE,,7,XRY AEROPUERTO,JEREZ PASAJEROS (AHASX0AP)
INC000001480258,IBERIA,IBERIA,21/01/2021 12:21,,In Progress,ncidencia: Fallo en la sincronización de cupo modificado en Aircore con Amadeus,RESIBERnet GARANTIA,Delivery,Delivery,Baja,4-Baja,,Mantenimiento Pasaje,INCIDENT,25/01/2021,ACCESS FAILURE,,11,NEO-MARTINEZ VILLERGAS 49,MANAGER SIST GESTION INGR (ACRS00)
INC000001480259,IBERIA,IBERIA,21/01/2021 12:22,22/01/2021 01:04,Closed,LINUX_sun - ibcjbcust4.ib : Filesystem var is occupied 83.27%. Call out to SOPORTE LINUX-SISTEMA OPE,Soporte Linux - Sistema Operativo,Server Tower,Server Tower,Media,3-Medio,[root@ibcjbcust4 log]# df -h /var/ Filesystem Size Used Avail Use% Mounted on /dev/mapper/localVG-lv_var 2.0G 1.3G 629M 67% /var [root@ibcjbcust4 log]#,Unidad de Operaciones Ordenadores,INCIDENT,25/01/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001480261,IBERIA,IBERIA,21/01/2021 12:41,26/01/2021 01:01,Closed,[IMH001]AVERIA PISTOLA LECTORA CODIGO DE BARRAS,IAG SITA Support,EUC,EUC,Baja,4-Baja,Tech Name: I Hernandez Time/Date on site: 2021-01-25 11:34:34 Time/Date off site: 2021-01-25 11:39:07 Resolution details: We have reset the clock and verified that it works correctly. Release by IB user: ?ngel,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,29/01/2021,DEFAULT,,5,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),LINEA PRODUCCIÓN NEUMATIC (AMICM0AB)
INC000001480262,IBERIA,IBERIA,21/01/2021 12:44,21/01/2021 12:44,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,MNG GESTIÓN MATERIALES MO (AMITJ2)
INC000001480263,IBERIA,IBERIA,21/01/2021 12:52,21/01/2021 12:52,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL),PRODUCCIÓN ESTRUCTURAS NZ (AMIRT0OD)
INC000001480264,IBERIA,IBERIA,21/01/2021 14:06,21/01/2021 17:23,Closed,[ESC016]Fallos en GSConnect,ASSECO_MTO_CKIONLINE,Application Tower,PSS,Media,3-Medio,Hemos hablado con David Villaceros para revisar la incidencia ya que no detectamos anomalía y nos indica que ya está solucionado. Ha debido ser un encolamiento puntual de información que ya se ha recibido.,Mantenimiento Pasaje,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,NEO-MARTINEZ VILLERGAS 49,NETWORK & CONNECTIONS SUP (ALS000AP)
INC000001480266,IBERIA,IBERIA,21/01/2021 12:44,21/01/2021 12:44,Closed,Llamada centralita,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se le proporciona al usuario el telefono que necesita para su pesquisa.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001480268,IBERIA,IBERIA,21/01/2021 12:49,26/01/2021 12:24,Closed,Solicita desbloqueo de usuario SAP.,SAP BASIS,Application Tower,Mantenimiento Dir. Técnica – MRO,Baja,4-Baja,"[SAP BASIS] Buenos días, Se ha desbloqueado su usuario de SAP y se ha asignado una contraseña nueva: User: 983926 Pass: IBeria00 ¿Puede intentar acceder de nuevo y confirmarnos si funciona correctamente? Quedamos a la espera para cerrar la incidencia. Un saludo, Juan Palacios SAP Basis Consultant",Mantenimiento Dir. Técnica,INCIDENT,30/01/2021,ACCESS FAILURE,PASSWORD RESET,5,TALLER MOTORES,MNG GESTIÓN MATERIALES MO (AMITJ2)
INC000001480269,IBERIA,IBERIA,21/01/2021 12:48,22/01/2021 12:20,Closed,LINUX_sun - In ibcjb16.ib - oneagentos process is down. Triage and callout AM_MTO_IBIS.(Callout Requ,AM_MTO_IBIS,Application Tower,Ib.com,Media,3-Medio,,MANTENIMIENTO IB.COM,INCIDENT,26/01/2021,PROCESS FAILURE,,1,SIN IDENTIFICAR,
INC000001480271,IBERIA,IBERIA,21/01/2021 12:57,21/01/2021 12:57,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001480275,IBERIA,IBERIA,21/01/2021 12:56,25/01/2021 12:07,Closed,LINUX_sun - ibcjb14.ib : Process oneagento is not running. Call out to SOPORTE LINUX-SISTEMA OPERATI,dynatrace_support,Service Ops Tower,Service Ops Tower,Media,3-Medio,"[DT SIR]As ops team confirmed, Oneagent process are back online and no alerts in BEM.",Mantenimiento Operaciones,INCIDENT,29/01/2021,PERFORMANCE ISSUE,,4,SIN IDENTIFICAR,
INC000001480276,IBERIA,IBERIA,21/01/2021 12:56,21/01/2021 12:56,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480279,IBERIA,IBERIA,21/01/2021 13:03,21/01/2021 13:03,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,25/01/2021,PERFORMANCE ISSUE,,0,NEO-MARTINEZ VILLERGAS 49,MNG. INSTRUCCIÓN TIERRA (AVIFE0)
INC000001480281,IBERIA,IBERIA,21/01/2021 13:24,21/01/2021 13:24,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,25/01/2021,PERFORMANCE ISSUE,,0,NEO-MARTINEZ VILLERGAS 49,DIRECCION CALIDAD Y SMS (AP1000)
INC000001480282,IBERIA,IBERIA,21/01/2021 13:36,21/01/2021 13:36,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,EN EL AVIÓN - A340,FLOTA A340 Pilotos (AVVIL0A1)
INC000001480284,IBERIA,IBERIA,21/01/2021 13:09,21/01/2021 15:53,Closed,LINUX_ibm - obianl2.ib : Perdida de conexion con servidor de WebLogic bi_server2^bi_server2. Call to,Aplicaciones BI,Application Tower,BI,Media,3-Medio,el error se debe a una parada progamada del servidor,Mantenimiento BI,INCIDENT,25/01/2021,PROCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001480285,IBERIA,IBERIA,21/01/2021 13:13,22/01/2021 12:05,Closed,investigate the resolved WO0000000484450 which raised for whitelisting URL and Allow IP,Conectividad de red,Network Tower,Network Tower,Media,3-Medio,RFO: they you must provide us all the IPs/ports used for this connection and raise the proper firewall request,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,26/01/2021,DEFAULT,,1,SIN IDENTIFICAR,
INC000001480286,IBERIA,IBERIA,21/01/2021 13:09,21/01/2021 13:09,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TERMINAL T4,PYC_ACTIV.REC._AG. (AHMPC05A)
INC000001480292,IBERIA,IBERIA,21/01/2021 13:29,21/01/2021 13:31,Closed,ZMA2 mensajes no paxlist,MIDDLEWARE PSS,Delivery,PSS,Baja,4-Baja,Comprobamos que los mensajes tirados no cumplen con el formato acordado.,Mantenimiento Pasaje,INCIDENT,25/01/2021,SOFTWARE WARNING,,0,,
INC000001480293,IBERIA,IBERIA,21/01/2021 13:27,21/01/2021 13:27,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,NEO-MARTINEZ VILLERGAS 49,SM PERSONAS AEROLÍNEA (3H2000)
INC000001480294,IBERIA,IBERIA,21/01/2021 13:30,21/01/2021 13:30,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480295,IBERIA,IBERIA,21/01/2021 13:34,21/01/2021 13:34,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG CONOCIMIENTO DEL CLIE (BCLCI0)
INC000001480300,IBERIA,IBERIA,21/01/2021 13:42,21/01/2021 13:42,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA CM RADIO (ABRW00)
INC000001480301,IBERIA,IBERIA,21/01/2021 14:05,25/01/2021 13:37,Closed,ELM [ADM001]: INCIDENCIA IBLEARNING,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,Sent analysis to user,Mantenimiento Corporativa y RRHH,INCIDENT,29/01/2021,SOFTWARE FAILURE,,4,TALLER MOTORES,CENTRO FORMACION MANTENIM (AMKF00CI)
INC000001480303,IBERIA,IBERIA,21/01/2021 13:51,21/01/2021 13:51,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,PMI AEROPUERTO,COORDINACION Y CONTROL PM (AHAKS0C0)
INC000001480305,IBERIA,IBERIA,21/01/2021 13:52,21/01/2021 13:52,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,INGENIERIA V2500 (AMITR0G0)
INC000001480306,IAG CARGO,IBERIA,21/01/2021 13:52,21/01/2021 14:18,Closed,"alert iagcargo2 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread",CARGO-PORTAL,Application Tower,CARGO,Media,3-Medio,"[Issue]:alert iagcargo2 in Component:threadpool,State:HEALTH_WARN,MBean:ThreadPoolRuntime,ReasonCode:[Thread [Impact]:Custom security will not be declared [Analysis]:We have checked the application logs and the max-streaming session has reached to 10. The weblogic server restarted automatically. [Step Taken to Resolve]: N/A [Problem Ticket Required? (Yes, No).]:No [Can this incident be prevented? (Yes, No)]:No",Mantenimiento Cargo,INCIDENT,25/01/2021,PROCESS FAILURE,,0,SIN IDENTIFICAR,
INC000001480309,IBERIA,IBERIA,21/01/2021 14:05,21/01/2021 14:05,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,PMI AEROPUERTO,COORDINACION Y CONTROL PM (AHAKS0C0)
INC000001480312,IBERIA,IBERIA,21/01/2021 14:36,23/01/2021 01:37,Closed,ELM [ADM001]:,SSI,Service Ops Tower,Service Ops Tower,Media,3-Medio,Procedemos a cerrar la incidencia ya que se ha generado la siguiente: INC000001480717 para asistir el caso,Unidad Control del Servicio,INCIDENT,26/01/2021,SOFTWARE FAILURE,,2,SIN IDENTIFICAR (TEL AVIV),PROCESOS FINANCIEROS ISRA (3KEF00D0)
INC000001480314,IBERIA,IBERIA,21/01/2021 14:16,21/01/2021 15:56,Closed,[AMO001] contraseña,Flight OPS IB,Application Tower,FLIGHT OPERATIONS,Media,2-Alta,ACCIONES: se indica al usuario que debe solicitar una petición de activación de usuario AMOS por ventanilla única. PRUEBAS: no aplica. IMPACTO: sin impacto.,Mantenimiento Operaciones,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,EDIF.101 - HANGAR 3,TMA PROD LINEA MAD (AMNLL0GC)
INC000001480315,IBERIA,IBERIA,21/01/2021 14:26,21/01/2021 14:26,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TALLER MOTORES,INGENIERIA V2500 (AMITR0G0)
INC000001480316,IBERIA,IBERIA,21/01/2021 14:25,21/01/2021 14:25,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,PMI AEROPUERTO,COORDINACION Y CONTROL PM (AHAKS0C0)
INC000001480319,IBERIA,IBERIA,21/01/2021 15:30,21/01/2021 15:30,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (BARCELONA),ALOBEX (AHABU0AE)
INC000001480320,IBERIA,IBERIA,21/01/2021 14:46,22/01/2021 17:11,Closed,Error at NAS: PROBLEMAS DE ACCESO A LAS CARPETAS PUBLICAS DE MI UNIDAD-,GSAN,Server Tower,Server Tower,Baja,4-Baja,"Dear user, NAs is working fine.We request to check from your end.Also,we are anlysing the issue and working with problem ticket - PBI000000084956. Hence closing the incident with reference to the above. Please reach to us if the issue persists.",Unidad de Operaciones Ordenadores,INCIDENT,26/01/2021,ACCESS FAILURE,,1,NEO-MARTINEZ VILLERGAS 49,MNG PRODUCTO Y OPERACIONE (ALTR00GF)
INC000001480322,IBERIA,IBERIA,21/01/2021 14:58,21/01/2021 14:58,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SISTEMAS(MANDOS-ANÁLISIS-PRODU,MNG. SOPOR. APLI. Y CENT. (ASXAG1)
INC000001480323,IBERIA,IBERIA,21/01/2021 15:17,21/01/2021 23:09,Closed,Y Fallo Software: Acceso Outlook App,IAG EUC Remote Support,EUC,EUC,Media,3-Medio,Resolution:Took remote cleared saved credentials. Now the application working fine.Hence closing the ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,EDIF.104 - HANGAR 2,TMA JEFE HANGAR CORTO MED (AMNLP0BC)
INC000001480324,IBERIA,IBERIA,21/01/2021 15:02,22/01/2021 11:31,Closed,Solicita desbloqueo de usuario SAP.,SSCCLMZ,Service Ops Tower,Service Ops Tower,Baja,4-Baja,[L2] Se facilita password al usuario,Unidad Control del Servicio,INCIDENT,26/01/2021,ACCESS FAILURE,PASSWORD RESET,1,TALLER MOTORES,INGENIERIA V2500 (AMITR0G0)
INC000001480330,IBERIA,IBERIA,21/01/2021 15:19,21/01/2021 15:19,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,HANGAR 6,TMA MECANICA. PROD HANG 7 (AMIRD0GA)
INC000001480333,IBERIA,IBERIA,21/01/2021 16:07,21/01/2021 16:07,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001480335,IBERIA,IBERIA,21/01/2021 16:26,21/01/2021 16:26,Closed,Información petición,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.,Unidad Control del Servicio,INCIDENT,25/01/2021,PERFORMANCE ISSUE,,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480336,IBERIA,IBERIA,21/01/2021 15:50,21/01/2021 15:50,Closed,Solicita desbloqueo usuario LDAP.,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se comprueba acceso tras desbloqueo.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD UNLOCK,0,NEO-MARTINEZ VILLERGAS 49,MNG PROG. TRIP TEC Y TCP (APP001)
INC000001480337,IBERIA,IBERIA,21/01/2021 15:48,27/01/2021 08:53,Closed,REAL TIME - INFINFO element contains nulls,RESIBER GARANTIA CKI,Delivery,Delivery,Media,3-Medio,[RESIBER GARANTIA CKI] Patch K9RRTK deployed on 26/01/2021 at 10:21 to fix this problem,Mantenimiento Pasaje,INCIDENT,31/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,6,SIN IDENTIFICAR,
INC000001480338,IBERIA,IBERIA,21/01/2021 15:55,25/01/2021 10:16,Closed,Fallo Peoplesoft: FECHAS FIN CONTRATO EVENTUALES DELEGACIÓN SUR,PeopleSoft Apps Support,Application Tower,RRHH,Baja,4-Baja,Data correction done as requested,Mantenimiento Corporativa y RRHH,INCIDENT,29/01/2021,DATA ISSUE,,4,AGP AEROPUERTO,PERSONAL MALAGA (AHARP0XP)
INC000001480341,IAG CARGO,IAG CARGO,21/01/2021 16:05,25/01/2021 11:23,Closed,[SEG010] Usuario fallo sincronía,IAG EUC Remote Support,EUC,EUC,Baja,4-Baja,User is confirmed the issue has been resolved. Hence we closing this ticket.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,29/01/2021,ACCESS FAILURE,PASSWORD,4,NO IDENTIFICADO,
INC000001480342,IBERIA,IBERIA,21/01/2021 16:01,21/01/2021 16:01,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,TFS AEROPUERTO,RAMPA TENERIFE SUR (AHALUMRA)
INC000001480343,IBERIA,IBERIA,21/01/2021 16:05,21/01/2021 20:41,Closed,NAS Performance issue-Users unable to connect nas,GSAN,Server Tower,Server Tower,Alta,2-Alta,"Hi All, The change was completed successfully. We have removed the existing HNAS2 CIFs machine account from Domain controller and readded the HNAS2 CIFs machine from HNAS server. The same has been reflected in active directory. Also, we have blocked the below accounts by setting local password in HNAS2. GRUPOIBERIA\GSC2GUARDIA$ DELEGACIONES\PMIKP11$ DELEGACIONES\SPCLL02$ GRUPOIBERIA\RADIADORES$ GRUPOIBERIA\MONTAJEB1$ Post change we verified the dc stats and dc errors. NAs Working as expected,please find below stats.",Unidad de Operaciones Ordenadores,INCIDENT,25/01/2021,COMMUNICATIONS FAILURE,CONFIGURATION ERROR,0,SIN IDENTIFICAR,
INC000001480346,IBERIA,IBERIA,21/01/2021 16:20,22/01/2021 00:08,Closed,Office 365:,SSI,Service Ops Tower,Service Ops Tower,Media,3-Medio,Se cierra incidencia al abrir la REQ000001257054 según indicaciones,Unidad Control del Servicio,INCIDENT,25/01/2021,SOFTWARE FAILURE,,1,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480347,IBERIA,IBERIA,21/01/2021 16:51,21/01/2021 16:51,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),FLOTA A340 (AVVIL0A0)
INC000001480348,IBERIA,IBERIA,21/01/2021 16:14,21/01/2021 16:17,Closed,Control-M Server: Shout by orderno: 0005dee9 A39O700,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Falla el proceso porque no se puede conectar para hacer un ftp al nas.iberia.ib Impact: Bajo. Root Cause: Se ha producido un corte en la al NAS. Steps Taken: Se verifica manualmente que la conexión con el servidor esté funcionando y se relanza el proceso finalizando correctamente.,Mantenimiento COBOL,INCIDENT,25/01/2021,SOFTWARE FAILURE,,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001480350,IBERIA,IBERIA,21/01/2021 16:15,21/01/2021 16:21,Closed,Control-M Server: Shout by orderno: 0005dedu D23OBIM,USCIBMAM,Application Tower,Cobol Domain,Baja,4-Baja,Issue: Falla el proceso porque no ha ejecutado el procesos que controla. Impact: bajo. Root Cause: Los procesos van con retraso porque no estan entrando en maquina por sobrecarga del sistema (muchos procesos en ejecución) Steps Taken: Se revisa que el proceso que controla ejecute en un plazo correcto y cuando termina ok se borra el proceso fallado.,Mantenimiento COBOL,INCIDENT,25/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,0,MANDOS,U.OPERACIONES ORDENADORES (ASXA00)
INC000001480351,OTHERS,IAG GBS,21/01/2021 16:12,28/01/2021 12:42,Closed,INC0140662 - [GLE001] SAP CFS - OTC module: Missing infromation in T-code AL11 (SAP CFS),FINANCE-SUPPORT,Application Tower,FINANCE,Baja,4-Baja,,Mantenimiento Financiero,INCIDENT,01/02/2021,SOFTWARE FAILURE,APPLICATION ERROR,7,IAG GBS,
INC000001480352,IBERIA,IBERIA,21/01/2021 16:07,21/01/2021 17:02,,[IBEFAC] Correcciones factura NUMERO 2180130 DEC 2020 2do PERIODO MADRID,AIRPORT1,Application Tower,Aeropuertos,Baja,4-Baja,REQ000001256823 has been raised,Mantenimiento Aeropuertos,INCIDENT,21/01/2021,SOFTWARE FAILURE,APPLICATION ERROR,0,SIN IDENTIFICAR,
INC000001480354,IBERIA,IBERIA,21/01/2021 16:04,21/01/2021 16:04,Closed,Nómina reset,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,SIN IDENTIFICAR (VUELO),GESTOR DE FLOTA LARGO RA (ABLY00)
INC000001480356,IBERIA,IBERIA,21/01/2021 16:05,21/01/2021 16:05,Closed,Requiere nueva contraseña,SSI,Service Ops Tower,Service Ops Tower,Baja,4-Baja,Se informa al usuario del proceso de seguridad.,Unidad Control del Servicio,INCIDENT,25/01/2021,ACCESS FAILURE,PASSWORD RESET,0,NEO-MARTINEZ VILLERGAS 49,MNG PROG. TRIP TEC Y TCP (APP001)
INC000001480358,IBERIA,IBERIA,21/01/2021 16:18,26/01/2021 11:04,Closed,Tablet: dock station tablet lenovo,IAG EUC Support,EUC,EUC,Baja,4-Baja,Desde IB no es posible la entrega de nuevas dock station.,Unidad de Instalaciones y Telecomunicaciones,INCIDENT,30/01/2021,SOFTWARE FAILURE,,5,NEO-MARTINEZ VILLERGAS 49,MANAGER LATAM (1HRATM)
